"","x"
"478",86.0047607421875
"479",77.0095825195312
"480",78.6421051025391
"481",77.5812530517578
"482",74.6730194091797
"483",74.9703598022461
"484",81.6117172241211
"485",88.523567199707
"486",89.7282943725586
"487",89.931640625
"488",86.8219833374023
"489",79.679931640625
"490",78.3083038330078
"491",79.3116073608398
"492",79.1044235229492
"493",77.611946105957
"494",76.2863540649414
"495",76.4225616455078
"496",81.7440872192383
"497",80.6678848266602
"498",87.1845550537109
"499",88.7863845825195
"500",94.0081558227539
"501",85.4254150390625
"502",77.8766784667969
"503",82.7147750854492
"504",81.5580062866211
"505",84.1190185546875
"506",75.0912170410156
"507",77.0114974975586
"508",81.4659271240234
"509",81.9704513549805
"510",83.5722808837891
"511",88.9667053222656
"512",89.7398071289062
"513",87.7945938110352
"514",77.9956130981445
"515",82.3598785400391
"516",74.9818725585938
"517",74.3411407470703
"518",80.8405380249023
"519",82.3924942016602
"520",76.9980697631836
"521",89.2333602905273
"522",90.2807846069336
"523",85.6421890258789
"524",84.8364791870117
"525",76.8292541503906
"526",84.9554214477539
"527",82.6533889770508
"528",81.4716796875
"529",80.9844207763672
"530",77.4719009399414
"531",74.095588684082
"532",83.0773468017578
"533",88.6060562133789
"534",81.4333114624023
"535",83.9060745239258
"536",92.2471008300781
"537",88.0286331176758
"538",78.413818359375
"539",84.1266860961914
"540",68.4364318847656
"541",78.6766357421875
"542",73.3647003173828
"543",87.2018203735352
"544",84.0864028930664
"545",82.2390213012695
"546",87.0598602294922
"547",90.8620452880859
"548",83.3037109375
"549",83.6681976318359
"550",84.0000762939453
"551",77.3740692138672
"552",84.5007705688477
"553",80.4530334472656
"554",75.1948089599609
"555",79.0104293823242
"556",87.8617324829102
"557",84.5813369750977
"558",87.6065902709961
"559",81.1052780151367
"560",89.5019302368164
"561",88.5427474975586
"562",83.485954284668
"563",83.1636734008789
"564",79.3461380004883
"565",72.6433944702148
"566",71.0204620361328
"567",84.2724838256836
"568",79.0449600219727
"569",88.3643417358398
"570",77.8785934448242
"571",87.9480590820312
"572",89.1125030517578
"573",80.5853958129883
"574",79.1159362792969
"575",77.0690460205078
"576",78.9375305175781
"577",75.5209350585938
"578",81.0381317138672
"579",76.9597015380859
"580",87.7255325317383
"581",81.4026184082031
"582",80.6314392089844
"583",88.1609954833984
"584",75.3175888061523
"585",84.8077087402344
"586",87.6276931762695
"587",74.9684448242188
"588",77.9284744262695
"589",72.5225372314453
"590",82.0395126342773
"591",85.2489318847656
"592",85.3870544433594
"593",88.7038955688477
"594",79.7317276000977
"595",82.1258392333984
"596",87.2727966308594
"597",81.0860900878906
"598",81.2855987548828
"599",76.8100662231445
"600",75.9468078613281
"601",74.2567367553711
"602",66.0615081787109
"603",80.0079727172852
"604",75.3636245727539
"605",92.5885696411133
"606",89.3158493041992
"607",85.5865631103516
"608",79.9983825683594
"609",87.7696533203125
"610",81.302864074707
"611",74.7516708374023
"612",76.2901916503906
"613",73.1882095336914
"614",70.2473678588867
"615",82.077880859375
"616",81.949348449707
"617",80.5585403442383
"618",89.5000152587891
"619",80.3897247314453
"620",87.5279388427734
"621",80.7388687133789
"622",86.4459838867188
"623",85.264274597168
"624",86.2829208374023
"625",78.0972900390625
"626",80.4626235961914
"627",79.4343872070312
"628",78.1030426025391
"629",79.5264663696289
"630",88.1533203125
"631",89.9431533813477
"632",87.1059036254883
"633",86.227294921875
"634",84.3837509155273
"635",73.7387771606445
"636",81.2453155517578
"637",73.2879638671875
"638",73.5085754394531
"639",81.0304565429688
"640",77.9092864990234
"641",78.0243911743164
"642",89.7647476196289
"643",88.9916458129883
"644",88.6003036499023
"645",87.2344284057617
"646",84.9381561279297
"647",76.8235015869141
"648",74.5713424682617
"649",85.9088439941406
"650",78.5058975219727
"651",79.1869125366211
"652",81.8208236694336
"653",84.7424850463867
"654",90.3498458862305
"655",89.3235244750977
"656",86.5572509765625
"657",87.7581405639648
"658",78.9701385498047
"659",82.2409439086914
"660",77.6694946289062
"661",80.1077270507812
"662",79.0852432250977
"663",77.7385559082031
"664",78.8089981079102
"665",86.5975341796875
"666",80.3801345825195
"667",90.6606216430664
"668",85.6172561645508
"669",80.7945022583008
"670",83.4168930053711
"671",77.6810073852539
"672",80.5700531005859
"673",74.4581604003906
"674",83.4840393066406
"675",76.4781951904297
"676",85.6843948364258
"677",86.9658584594727
"678",87.257453918457
"679",85.3544387817383
"680",80.6045837402344
"681",82.3924942016602
"682",78.4157333374023
"683",79.5072784423828
"684",74.6384887695312
"685",77.1189270019531
"686",67.1492156982422
"687",79.1696472167969
"688",69.6373291015625
"689",84.7520751953125
"690",80.0655212402344
"691",83.4648590087891
"692",86.94091796875
"693",81.2875213623047
"694",84.1976699829102
"695",73.7349395751953
"696",76.8906402587891
"697",73.2035522460938
"698",76.8733749389648
"699",67.400520324707
"700",82.6226959228516
"701",87.4377746582031
"702",85.6920700073242
"703",84.3914260864258
"704",89.3676452636719
"705",86.5994567871094
"706",80.0329132080078
"707",81.8937225341797
"708",83.8331832885742
"709",73.9056777954102
"710",75.4077529907227
"711",82.1949005126953
"712",83.971305847168
"713",79.7969512939453
"714",82.3464508056641
"715",87.2919845581055
"716",89.9700088500977
"717",86.5783538818359
"718",78.6727981567383
"719",70.3835678100586
"720",77.0153350830078
"721",77.3874969482422
"722",72.4400482177734
"723",77.5121917724609
"724",85.7093353271484
"725",83.5070571899414
"726",89.2256851196289
"727",88.3394012451172
"728",88.6636047363281
"729",90.1426620483398
"730",80.4261779785156
"731",80.7791519165039
"732",84.051872253418
"733",78.3927154541016
"734",84.8518295288086
"735",82.024169921875
"736",78.1087951660156
"737",85.0052947998047
"738",79.9964599609375
"739",83.9291000366211
"740",85.3755416870117
"741",84.1938323974609
"742",75.5535430908203
"743",80.3801345825195
"744",77.0287628173828
"745",74.1032638549805
"746",75.7338714599609
"747",80.7484588623047
"748",82.7262878417969
"749",90.921516418457
"750",87.6967544555664
"751",88.7556915283203
"752",90.7833938598633
"753",85.4944763183594
"754",79.7394027709961
"755",72.5263748168945
"756",80.1844635009766
"757",74.5540771484375
"758",74.3986892700195
"759",73.5584487915039
"760",83.8274230957031
"761",80.3590316772461
"762",82.1392669677734
"763",88.563850402832
"764",91.3013534545898
"765",80.2113189697266
"766",87.1059036254883
"767",76.4647674560547
"768",77.5447998046875
"769",68.8719024658203
"770",73.5009002685547
"771",81.1570663452148
"772",83.9060745239258
"773",86.8699417114258
"774",85.9568023681641
"775",89.1451187133789
"776",83.5588531494141
"777",78.6708755493164
"778",81.6251525878906
"779",77.2570495605469
"780",83.5204849243164
"781",75.2024841308594
"782",73.4241638183594
"783",86.7817001342773
"784",86.1026000976562
"785",86.3903503417969
"786",89.4923400878906
"787",90.0582504272461
"788",87.2612838745117
"789",83.8255081176758
"790",68.8910827636719
"791",80.8635635375977
"792",71.6247482299805
"793",74.7746887207031
"794",83.3248138427734
"795",80.2669525146484
"796",80.1384201049805
"797",88.7576065063477
"798",88.3605041503906
"799",89.6074371337891
"800",87.5317764282227
"801",85.9126815795898
"802",84.435546875
"803",87.1941452026367
"804",78.6536102294922
"805",79.6971969604492
"806",78.4905548095703
"807",74.5118789672852
"808",80.9652328491211
"809",86.7951278686523
"810",91.326286315918
"811",85.0858688354492
"812",87.1289215087891
"813",89.8894348144531
"814",82.2313537597656
"815",67.5309677124023
"816",79.9235687255859
"817",75.5075073242188
"818",76.2211303710938
"819",82.4116744995117
"820",79.5878524780273
"821",82.9660797119141
"822",83.0754318237305
"823",91.3895950317383
"824",86.5054550170898
"825",87.3725509643555
"826",77.0767211914062
"827",81.8802947998047
"828",68.8795776367188
"829",72.2251892089844
"830",78.0781021118164
"831",82.1258392333984
"832",79.443977355957
"833",85.1050491333008
"834",82.5267791748047
"835",91.7828598022461
"836",90.3229904174805
"837",84.0403594970703
"838",73.0826950073242
"839",87.3322677612305
"840",75.0701217651367
"841",73.813591003418
"842",82.3157577514648
"843",81.0995178222656
"844",91.259147644043
"845",86.2714157104492
"846",88.1226272583008
"847",83.0562438964844
"848",83.5876312255859
"849",84.2206878662109
"850",79.6684265136719
"851",74.2068557739258
"852",81.289436340332
"853",NA
"854",NA
